City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,lincoln city,44.9582,-124.0179,64.36,80,2,13.0,US,1728172798
365,hasaki,35.7333,140.8333,75.11,86,81,10.83,JP,1728172801
366,pietermaritzburg,-29.6168,30.3928,56.88,40,0,5.14,ZA,1728172802
367,nuku'alofa,-21.1333,-175.2,80.94,83,20,9.22,TO,1728172808
368,safi,32.1667,-8.8333,68.5,86,21,13.4,MA,1728172810
369,ar rumaythah,31.5263,45.2025,79.11,25,0,11.77,IQ,1728172813
370,acarau,-2.8856,-40.12,77.45,82,6,15.05,BR,1728172814
371,holmsund,63.706,20.3641,35.55,93,75,3.44,SE,1728172815
372,mitsamiouli,-11.3847,43.2844,76.66,79,57,2.19,KM,1728172816
373,karwar,14.8,74.1333,77.99,89,99,5.7,IN,1728172819
374,letterkenny,54.95,-7.7333,51.94,90,100,15.01,IE,1728172820
375,pangai,-19.8,-174.35,75.54,72,52,17.36,TO,1728172821
376,xining,36.6167,101.7667,46.45,70,100,2.3,CN,1728172823
377,alice springs,-23.7,133.8833,78.35,22,0,17.27,AU,1728172827
378,axim,4.8699,-2.2405,76.24,91,100,6.2,GH,1728172830
379,willow oak,27.9161,-82.0179,83.07,80,97,1.99,US,1728172831
380,saint-philippe,-21.3585,55.7679,67.39,74,91,7.43,RE,1728172833
381,karachi,24.9056,67.0822,82.22,74,75,4.61,PK,1728172834
382,asau,46.4333,26.4,58.42,96,100,2.84,RO,1728172836
383,kidal,18.4411,1.4078,86.38,40,89,11.7,ML,1728172838
384,ventspils,57.3894,21.5606,33.73,100,10,0.0,LV,1728172839
385,papao,-17.75,-149.55,82.08,77,73,24.79,PF,1728172841
386,kuching,1.55,110.3333,77.09,100,20,3.44,MY,1728172844
387,gaiman,-43.2897,-65.4929,55.6,32,1,17.78,AR,1728172845
388,jijel,36.8205,5.7667,62.55,82,0,3.44,DZ,1728172847
389,sant antoni de portmany,38.9807,1.3036,72.09,91,20,8.05,ES,1728172848
390,ketchikan,55.3422,-131.6461,54.34,73,7,10.29,US,1728172849
391,pacasmayo,-7.4006,-79.5714,65.41,84,87,9.69,PE,1728172850
392,chom thong,18.4174,98.6743,73.26,95,44,1.52,TH,1728172852
393,maitum,6.0392,124.4986,83.21,68,94,2.42,PH,1728172854
394,novokruchininskiy,51.7833,113.7667,32.99,54,50,3.42,RU,1728172855
395,bamboo flat,11.7,92.7167,77.09,100,40,1.14,IN,1728172857
396,buka,40.8108,69.1986,62.26,80,99,2.13,UZ,1728172858
397,marquette,46.5333,-87.6335,62.67,69,92,5.01,US,1728172859
398,chaumont-gistoux,50.6775,4.7212,46.24,85,0,4.61,BE,1728172861
399,belmonte,-15.8631,-38.8828,73.35,91,18,7.11,BR,1728172862
400,khandyga,62.6667,135.6,33.17,95,99,1.81,RU,1728172863
401,faranah,10.0404,-10.7434,70.32,98,53,0.4,GN,1728172865
402,manokwari,-0.8667,134.0833,83.14,69,78,2.71,ID,1728172866
403,makubetsu,45.3714,141.8211,64.11,82,75,13.8,JP,1728172868
404,sidi akkacha,36.4647,1.3026,70.09,63,13,5.59,DZ,1728172869
405,toliara,-23.35,43.6667,65.89,66,0,15.68,MG,1728172871
406,touros,-5.1989,-35.4608,76.5,76,9,13.38,BR,1728172872
407,priozersk,61.0393,30.1291,38.08,100,80,3.62,RU,1728172873
408,lethem,3.3803,-59.7968,80.28,79,94,4.29,GY,1728172875
409,veinticinco de mayo,-35.4323,-60.1727,63.99,68,35,4.0,AR,1728172876
410,camana,-16.6228,-72.7111,66.63,74,67,2.33,PE,1728172877
411,rutana,-3.8667,30.1,64.09,57,76,1.41,BI,1728172878
412,kudat,6.8837,116.8477,80.53,89,99,5.99,MY,1728172879
413,byron bay,-28.65,153.6167,79.83,47,0,2.86,AU,1728172881
414,barstow heights,34.8697,-117.0562,99.91,9,2,1.74,US,1728172882
415,greenville,35.6127,-77.3663,73.42,92,75,0.0,US,1728172626
416,shingu,33.7333,135.9833,74.8,85,47,5.35,JP,1728172885
417,melekeok village,7.4957,134.6367,84.09,77,76,8.28,PW,1728172886
418,port douglas,-16.4833,145.4667,77.36,63,62,8.79,AU,1728172887
419,bhimunipatnam,17.8833,83.4333,79.02,77,100,2.93,IN,1728172889
420,necochea,-38.5473,-58.7368,46.71,84,88,10.87,AR,1728172890
421,cockburn town,21.4612,-71.1419,83.97,68,23,8.3,TC,1728172895
422,zdvinsk,54.7021,78.661,43.14,56,7,7.85,RU,1728172897
423,panaba,21.2833,-88.2667,78.98,87,100,3.98,MX,1728172898
424,glace bay,46.1969,-59.957,58.15,94,100,6.91,CA,1728172899
425,ipatovo,45.7181,42.9036,58.14,40,3,8.34,RU,1728172901
426,susuman,62.7833,148.1667,24.62,80,100,2.57,RU,1728172902
427,south hedland,-20.4089,118.5983,76.93,73,72,8.05,AU,1728172904
428,ashibetsu,43.5097,142.1856,52.61,69,65,4.65,JP,1728172906
429,ciudad sabinas hidalgo,26.5,-100.1667,77.58,77,88,4.56,MX,1728172907
430,daru,-9.0763,143.2092,79.45,85,97,17.05,PG,1728172909
431,kushtagi,15.7667,76.2,76.75,77,100,0.65,IN,1728172910
432,kendall west,25.7065,-80.4388,79.0,86,100,0.0,US,1728172912
433,hammerfest,70.6634,23.6821,36.05,80,75,5.75,NO,1728172913
434,ilha de mocambique,-15.0342,40.7358,72.64,81,47,15.03,MZ,1728172914
435,el estor,15.5333,-89.35,75.33,86,100,1.03,GT,1728172917
436,murun-kuren,49.6342,100.1625,32.32,41,19,3.76,MN,1728172918
437,prince george,53.9166,-122.753,49.44,76,100,12.66,CA,1728172822
438,xuddur,4.1213,43.8894,71.44,78,54,16.17,SO,1728172923
439,kiunga,-6.1219,141.2906,81.73,73,95,4.43,PG,1728172925
440,port isabel,26.0734,-97.2086,82.02,87,75,8.01,US,1728172926
441,three points,32.0767,-111.3137,100.63,9,0,6.2,US,1728172928
442,westport,41.1415,-73.3579,65.75,60,0,4.0,US,1728172739
443,maych'ew,12.7875,39.5422,56.3,82,92,4.32,ET,1728172930
444,broken hill,-31.95,141.4333,65.07,48,0,9.48,AU,1728172932
445,ratangarh,28.0833,74.6,80.26,56,2,11.5,IN,1728172933
446,kralendijk,12.15,-68.2667,84.87,66,90,5.61,BQ,1728172942
447,taesal-li,36.9714,126.4542,64.83,59,97,5.77,KR,1728172943
448,danjiangkou,32.5428,111.5086,60.03,74,100,4.97,CN,1728172945
449,machico,32.7,-16.7667,77.0,85,75,5.75,PT,1728172946
450,ruhstorf,48.5333,12.6833,44.35,97,99,4.09,DE,1728172948
451,kiama,-34.6833,150.8667,76.24,50,6,7.0,AU,1728172949
452,mil'kovo,55.6078,37.7956,48.63,77,99,5.79,RU,1728172951
453,nikolayevsk-on-amure,53.1406,140.73,44.71,81,100,10.6,RU,1728172955
454,zeya,53.75,127.2667,39.49,57,22,2.66,RU,1728172957
455,itoman,26.1247,127.6694,85.08,83,40,10.36,JP,1728172959
456,ermoupolis,37.4423,24.9425,76.1,62,88,4.61,GR,1728172960
457,corral de almaguer,39.7545,-3.1865,62.64,84,37,6.55,ES,1728172962
458,ruzomberok,49.0748,19.3075,46.94,100,100,3.11,SK,1728172963
459,zhangye,38.9342,100.4517,51.22,48,100,3.27,CN,1728172964
460,juan griego,11.0817,-63.9655,78.93,100,100,2.3,VE,1728172966
461,gvardeysk,54.6477,21.0651,39.7,83,28,4.34,RU,1728172967
462,slave lake,55.2834,-114.769,53.58,47,0,8.05,CA,1728172968
463,tual,-5.6667,132.75,79.75,76,81,19.35,ID,1728172969
464,vila velha,-20.3297,-40.2925,71.55,75,75,12.66,BR,1728172971
465,queenstown,-31.8976,26.8753,61.95,18,81,6.08,ZA,1728172973
466,cape coast,5.1053,-1.2466,76.08,92,86,6.91,GH,1728172977
467,zhangjiakou,40.81,114.8794,55.26,84,100,5.17,CN,1728172978
468,jayapura,-2.5333,140.7,81.79,83,100,6.13,ID,1728172979
469,colonia,50.9333,6.95,47.97,84,0,8.05,DE,1728172981
470,robit,12.0167,39.6333,67.03,72,100,2.84,ET,1728172983
471,leer,53.2316,7.461,42.94,95,5,7.92,DE,1728172984
472,huancavelica,-12.7667,-74.9833,39.63,76,98,6.02,PE,1728172986
473,namdrik,5.5994,168.1028,84.9,72,68,12.39,MH,1728172988
474,tal'menka,53.8183,83.5677,42.17,70,32,5.39,RU,1728172989
475,inirida,3.8653,-67.9239,79.27,79,95,2.42,CO,1728172992
476,bodaybo,57.8506,114.1933,36.52,84,100,4.68,RU,1728172993
477,tromso,69.6496,18.957,35.62,87,100,3.44,NO,1728172994
478,smara,26.7384,-11.6719,71.28,79,81,12.73,EH,1728172996
479,gilgit,35.9221,74.3087,64.09,49,100,0.72,PK,1728172997
480,playa del ingles,27.7567,-15.5787,71.4,92,1,3.09,ES,1728172998
481,biltine,14.5333,20.9167,85.77,32,9,3.09,TD,1728173000
482,princeville,45.7668,-61.2985,57.31,94,100,4.61,CA,1728173005
483,ad dawadimi,24.5077,44.3924,78.15,35,0,13.71,SA,1728173007
484,el calafate,-50.3408,-72.2768,44.38,64,100,8.3,AR,1728173008
485,sakaiminato,35.55,133.2333,64.38,100,75,1.14,JP,1728173009
486,handan,36.6006,114.4678,65.53,56,81,2.77,CN,1728173011
487,mahalapye,-23.1041,26.8142,57.49,49,7,7.05,BW,1728173012
488,shiraoi,42.55,141.35,62.85,67,35,3.98,JP,1728173013
489,kure,34.2333,132.5667,72.19,77,97,4.88,JP,1728173016
490,xinpu,34.5997,119.1594,61.92,90,100,7.96,CN,1728173017
491,fort-shevchenko,44.5086,50.263,65.39,48,10,4.27,KZ,1728173020
492,dolinsk,47.35,142.8,60.12,67,95,8.9,RU,1728173021
493,esmeraldas,-19.7625,-44.3139,68.54,73,15,13.62,BR,1728173023
494,dzilam gonzalez,21.2833,-88.9333,77.95,96,93,1.88,MX,1728173024
495,jackson,42.4165,-122.8345,85.71,25,0,3.0,US,1728172788
496,nafada,11.0956,11.3327,77.9,77,82,6.69,NG,1728173026
497,sola,-13.8833,167.55,79.48,84,40,23.09,VU,1728173028
498,dunedin,-45.8742,170.5036,56.37,62,32,3.83,NZ,1728173030
499,barmer,25.75,71.3833,79.16,72,17,6.15,IN,1728173031
500,miguel ahumada,30.6167,-106.5167,85.55,12,0,10.45,MX,1728173032
501,bentiu,9.2333,29.8333,76.08,80,96,2.39,SS,1728173034
502,darwin,-12.4611,130.8418,87.94,62,20,2.3,AU,1728172880
503,starobin,52.7267,27.4606,48.92,78,100,11.07,BY,1728173036
504,brookings,44.3114,-96.7984,63.05,40,0,9.22,US,1728173038
505,charikar,35.0136,69.1714,57.69,44,60,2.39,AF,1728173040
506,saint-pierre,-21.3393,55.4781,67.68,68,75,5.75,RE,1728173043
507,bucerias,20.75,-105.3333,86.99,82,70,5.06,MX,1728172837
508,indre arna,60.4247,5.4764,53.82,84,100,9.42,NO,1728173047
509,greymouth,-42.4667,171.2,55.04,88,93,8.14,NZ,1728173048
510,hovd,48.0056,91.6419,36.7,54,0,0.83,MN,1728172844
511,maralal,1.0968,36.698,58.68,78,75,5.12,KE,1728173051
512,baukau,51.5526,7.2042,48.22,84,0,4.29,DE,1728173053
513,tomah,43.9786,-90.504,74.71,60,0,3.44,US,1728173055
514,oliena,40.2723,9.403,53.58,94,13,5.28,IT,1728173056
515,dzhambeyty,50.2536,52.595,55.15,28,100,5.12,KZ,1728173058
516,recani,31.2846,-4.2688,81.36,32,33,6.62,MA,1728173059
517,long beach,33.767,-118.1892,76.08,82,0,13.8,US,1728173061
518,brush,40.2589,-103.6238,79.83,21,0,16.11,US,1728173062
519,melendugno,40.2747,18.3368,64.06,65,0,10.76,IT,1728173064
520,buala,-8.145,159.5921,85.15,71,56,9.64,SB,1728173065
521,langzhong,31.5504,105.9938,59.27,92,100,0.67,CN,1728173067
522,mglin,53.0591,32.8475,52.09,85,100,11.63,RU,1728173068
523,den burg,53.0542,4.7972,51.78,81,6,10.36,NL,1728173070
524,bondoukou,8.0333,-2.8,71.08,98,100,3.38,CI,1728173072
525,hurghada,27.2574,33.8129,78.84,38,0,9.22,EG,1728173073
526,quepos,9.4236,-84.1652,80.31,84,71,0.56,CR,1728173074
527,ocos,14.5094,-92.1933,81.91,79,99,1.14,GT,1728173076
528,moultrie,31.1799,-83.7891,76.89,83,100,6.91,US,1728173078
529,flying fish cove,-10.4217,105.6791,76.68,94,100,10.36,CX,1728173081
530,miesbach,47.789,11.8338,43.56,94,81,4.59,DE,1728173082
531,buenaventura,3.8801,-77.0312,76.12,92,51,3.0,CO,1728173083
532,gulu,2.7746,32.299,66.2,85,97,2.89,UG,1728173085
533,gadzhiyevo,69.2551,33.3362,36.64,79,57,9.4,RU,1728173087
534,kalmunai,7.4167,81.8167,79.97,81,100,6.6,LK,1728173089
535,djambala,-2.5447,14.7533,67.89,93,89,3.65,CG,1728173090
536,gizo,-8.103,156.8419,84.45,70,49,7.36,SB,1728173092
537,santa ines,-3.6667,-45.38,81.09,70,60,9.17,BR,1728173093
538,makueni boma,-1.8041,37.6203,61.9,87,76,3.11,KE,1728173095
539,ghanzi,-21.5667,21.7833,56.98,34,1,9.42,BW,1728173096
540,kayar,14.9192,-17.1211,79.75,87,39,6.8,SN,1728173098
541,kismayo,-0.3582,42.5454,77.23,84,62,18.01,SO,1728173099
